"","Title","Author","Subject","Abstract","Meta"
"78","Multi-mode fault diagnosis datasets of gearbox under variable working conditions","Shijin Chen, Zeyi Liu, Xiao He, Dongliang Zou, Donghua Zhou","Systems and Control (eess.SY)","The gearbox is a critical component of electromechanical systems. The occurrence of multiple faults can significantly impact system accuracy and service life. The vibration signal of the gearbox is an effective indicator of its operational status and fault information. However, gearboxes in real industrial settings often operate under variable working conditions, such as varying speeds and loads. It is a significant and challenging research area to complete the gearbox fault diagnosis procedure under varying operating conditions using vibration signals. This data article presents vibration datasets collected from a gearbox exhibiting various fault degrees of severity and fault types, operating under diverse speed and load conditions. These faults are manually implanted into the gears or bearings through precise machining processes, which include health, missing teeth, wear, pitting, root cracks, and broken teeth. Several kinds of actual compound faults are also encompassed. The development of these datasets facilitates testing the effectiveness and reliability of newly developed fault diagnosis methods.","Tue, 19 Mar 2024 07:44:18 UTC (3,114 KB)"
"79","Solving vibrational Hamiltonians with neural canonical transformations","Qi Zhang, Rui-Si Wang, Lei Wang","Chemical Physics (physics.chem-ph)","The behavior of polyatomic molecules around their equilibrium positions can be regarded as quantum coupled anharmonic oscillators. Solving the corresponding Schrödinger equations can interpret or predict experimental spectra of molecules. In this study, we develop a novel approach to solve excited states of anharmonic vibrational systems. The normal coordinates of molecules are transformed into new coordinates through a normalizing flow parameterized by a neural network, facilitating the construction of a set of orthogonal many-body variational wavefunctions. Our methodology has been validated on an exactly solvable $64$-dimensional coupled harmonic oscillator, yielding numerical results with a relative error on the order of $10^{-6}$. Furthermore, the neural canonical transformations are also applied to calculate the energy levels of two specific molecules, acetonitrile ($\text{C}\text{H}_3\text{CN}$) and ethylene oxide ($\text{C}_2\text{H}_4\text{O}$) involving $12$ and $15$ vibrational modes respectively, which are in agreement with experimental findings. One of the key advantages of our approach is its flexibility concerning the potential energy surface, requiring no specific form for its application. Moreover, this method can be easily implemented on large-scale distributed computing platforms, making it particularly suitable for investigating more complex vibrational structures.","Tue, 19 Mar 2024 07:41:37 UTC (266 KB)"
"80","Topological Representations of Heterogeneous Learning Dynamics of Recurrent Spiking Neural Networks","Biswadeep Chakraborty, Saibal Mukhopadhyay","Neural and Evolutionary Computing (cs.NE)","Spiking Neural Networks (SNNs) have become an essential paradigm in neuroscience and artificial intelligence, providing brain-inspired computation. Recent advances in literature have studied the network representations of deep neural networks. However, there has been little work that studies representations learned by SNNs, especially using unsupervised local learning methods like spike-timing dependent plasticity (STDP). Recent work by \cite{barannikov2021representation} has introduced a novel method to compare topological mappings of learned representations called Representation Topology Divergence (RTD). Though useful, this method is engineered particularly for feedforward deep neural networks and cannot be used for recurrent networks like Recurrent SNNs (RSNNs). This paper introduces a novel methodology to use RTD to measure the difference between distributed representations of RSNN models with different learning methods. We propose a novel reformulation of RSNNs using feedforward autoencoder networks with skip connections to help us compute the RTD for recurrent networks. Thus, we investigate the learning capabilities of RSNN trained using STDP and the role of heterogeneity in the synaptic dynamics in learning such representations. We demonstrate that heterogeneous STDP in RSNNs yield distinct representations than their homogeneous and surrogate gradient-based supervised learning counterparts. Our results provide insights into the potential of heterogeneous SNN models, aiding the development of more efficient and biologically plausible hybrid artificial intelligence systems.","Tue, 19 Mar 2024 05:37:26 UTC (5,327 KB)"
"81","Development of low-radon ultra-pure water for the Jiangmen Underground Neutrino Observatory","T.Y. Guan, Y.P. Zhang, B. Wang, C. Guo, J.C. Liu, Q. Tang, C.G. Yang, C. Li","Instrumentation and Detectors (physics.ins-det)","The Jiangmen Underground Neutrino Observatory(JUNO) is a state-of-the-art liquid scintillator-based neutrino physics experiment under construction in South China. To reduce the background from external radioactivities, a water Cherenkov detector composed of 35~kton ultra-pure water and 2,400 20-inch photomultiplier tubes is developed. Even after specialized treatment, ultra-pure water still contains trace levels of radioactive elements that can contribute to the detector background. Among which $^{222}$Rn is particularly significant. To address this, an online radon removal system based on the JUNO prototype has been developed. By integrating micro-bubble generators to enhance degasser's radon removal efficiency, the radon concentration in water can be reduced to 1~mBq/m$^{3}$ level, meeting the stringent requirements of JUNO. Additionally, a highly sensitive online radon concentration measurement system capable of detecting concentrations $\sim$1~mBq/m$^3$ has been developed to monitor the radon concentration in water. In this paper, the details regarding both systems will be presented.","Tue, 19 Mar 2024 03:54:46 UTC (14,307 KB)"
"82","Third-Party Language Model Performance Prediction from Instruction","Rahul Nadkarni, Yizhong Wang, Noah A. Smith","Computation and Language (cs.CL)","Language model-based instruction-following systems have lately shown increasing performance on many benchmark tasks, demonstrating the capability of adapting to a broad variety of instructions. However, such systems are often not designed to be transparent about their limitations; a user may easily prompt a model with an instruction without any idea of whether the responses should be expected to be accurate, or if the system is even capable of performing the task. We propose a third party performance prediction framework, where a separate model is trained to predict the metric resulting from evaluating an instruction-following system on a task while assuming access only to its inputs and outputs at inference time. We perform this analysis with a variety of both open and closed instruction-following models as well as multiple performance predictors, and examine the effect of various factors such as model size, number of training tasks, and prompt format. Our findings indicate that third-party performance prediction is very challenging, and much work remains in developing predictors that can automatically reveal the limitations of modern instruction-following natural language processing systems.","Tue, 19 Mar 2024 03:53:47 UTC (2,838 KB)"
"83","ProgrammableGrass: A Shape-Changing Artificial Grass Display Adapted for Dynamic and Interactive Display Features","Kojiro Tanaka, Akito Mizuno, Toranosuke Kato, Masahiko Mikawa, Makoto Fujisawa","Graphics (cs.GR)","There are various proposals for employing grass materials as a green landscape-friendly display. However, it is difficult for current techniques to display smooth animations using 8-bit images and to adjust display resolution, similar to conventional displays. We present ProgrammableGrass, an artificial grass display with scalable resolution, capable of swiftly controlling grass color at 8-bit levels. This grass display can control grass colors linearly at the 8-bit level, similar to an LCD display, and can also display not only 8-bit-based images but also videos. This display enables pixel-by-pixel color transitions from yellow to green using fixed-length yellow and adjustable-length green grass. We designed a grass module that can be connected to other modules. Utilizing a proportional derivative control, the grass colors are manipulated to display animations at approximately 10 [fps]. Since the relationship between grass lengths and colors is nonlinear, we developed a calibration system for ProgrammableGrass. We revealed that this calibration system allows ProgrammableGrass to linearly control grass colors at 8-bit levels through experiments under multiple conditions. Lastly, we demonstrate ProgrammableGrass to show smooth animations with 8-bit grayscale images. Moreover, we show several application examples to illustrate the potential of ProgrammableGrass. With the advancement of this technology, users will be able to treat grass as a green-based interactive display device.","Tue, 19 Mar 2024 02:56:18 UTC (38,342 KB)"
"84","Characteristic AI Agents via Large Language Models","Xi Wang, Hongliang Dai, Shen Gao, Piji Li","Computation and Language (cs.CL)","The advancement of Large Language Models (LLMs) has led to significant enhancements in the performance of chatbot systems. Many researchers have dedicated their efforts to the development of bringing characteristics to chatbots. While there have been commercial products for developing role-driven chatbots using LLMs, it is worth noting that academic research in this area remains relatively scarce. Our research focuses on investigating the performance of LLMs in constructing Characteristic AI Agents by simulating real-life individuals across different settings. Current investigations have primarily focused on act on roles with simple profiles. In response to this research gap, we create a benchmark for the characteristic AI agents task, including dataset, techniques, and evaluation metrics. A dataset called ``Character100'' is built for this benchmark, comprising the most-visited people on Wikipedia for language models to role-play. With the constructed dataset, we conduct comprehensive assessment of LLMs across various settings. In addition, we devise a set of automatic metrics for quantitative performance evaluation. The experimental results underscore the potential directions for further improvement in the capabilities of LLMs in constructing characteristic AI agents. The benchmark is available at this https URL.","Tue, 19 Mar 2024 02:25:29 UTC (1,018 KB)"
"85","Tangent space generators of matrix product states and exact Floquet quantum scars","Marko Ljubotina, Elena Petrova, Norbert Schuch, Maksym Serbyn","Quantum Physics (quant-ph)","The advancement of quantum simulators motivates the development of a theoretical framework to assist with efficient state preparation in quantum many-body systems. Generally, preparing a target entangled state via unitary evolution with time-dependent couplings is a challenging task and very little is known about the existence of solutions and their properties. In this work we develop a constructive approach for preparing matrix product states (MPS) via continuous unitary evolution. We provide an explicit construction of the operator which exactly implements the evolution of a given MPS along a specified direction in its tangent space. This operator can be written as a sum of local terms of finite range, yet it is in general non-Hermitian. Relying on the explicit construction of the non-Hermitian generator of the dynamics, we demonstrate the existence of a Hermitian sequence of operators that implements the desired MPS evolution with the error which decreases exponentially with the operator range. The construction is benchmarked on an explicit periodic trajectory in a translationally invariant MPS manifold. We demonstrate that the Floquet unitary generating the dynamics over one period of the trajectory features an approximate MPS-like eigenstate embedded among a sea of thermalizing eigenstates. These results show that our construction is useful not only for state preparation and control of many-body systems, but also provides a generic route towards Floquet scars -- periodically driven models with quasi-local generators of dynamics that have exact MPS eigenstates in their spectrum.","Mon, 18 Mar 2024 23:34:19 UTC (2,050 KB)"
"86","Quantifying the efficiency of principal signal transmission modes in proteins","Anil Kumar Sahoo, Richard Schwarzl, Markus S. Miettinen, Roland R. Netz","Soft Condensed Matter (cond-mat.soft)","On the microscopic level, biological signal transmission relies on coordinated structural changes in allosteric proteins that involve sensor and effector modules. The timescales and microscopic details of signal transmission in proteins are often unclear, despite a plethora of structural information on signaling proteins. Based on linear-response theory, we develop a theoretical framework to define frequency-dependent force and displacement transmit functions through proteins and, more generally, viscoelastic media. Transmit functions quantify the fraction of a local time-dependent perturbation at one site, be it a deformation, a force, or a combination thereof, that survives at a second site. They are defined in terms of equilibrium fluctuations from simulations or experimental observations. We apply the framework to our all-atom molecular dynamics simulation data of a parallel, homodimeric coiled-coil (CC) motif that connects sensor and effector modules of a blue-light-regulated histidine kinase from bacterial signaling systems extensively studied in experiments. Our analysis reveals that signal transmission through the CC is possible via shift, splay, and twist deformation modes. Based on the results of mutation experiments, we infer that the most relevant mode for the biological function of the histidine kinase protein is the splay deformation.","Mon, 18 Mar 2024 23:19:33 UTC (7,488 KB)"
"87","Bayesian analysis of verbal autopsy data using factor models with age- and sex-dependent associations between symptoms","Tsuyoshi Kunihama, Zehang Richard Li, Samuel J. Clark, Tyler H. McCormick","Applications (stat.AP)","Verbal autopsies (VAs) are extensively used to investigate the population-level distributions of deaths by cause in low-resource settings without well-organized vital statistics systems. Computer-based methods are often adopted to assign causes of death to deceased individuals based on the interview responses of their family members or caregivers. In this article, we develop a new Bayesian approach that extracts information about cause-of-death distributions from VA data considering the age- and sex-related variation in the associations between symptoms. Its performance is compared with that of existing approaches using gold-standard data from the Population Health Metrics Research Consortium. In addition, we compute the relevance of predictors to causes of death based on information-theoretic measures.","Mon, 18 Mar 2024 22:15:26 UTC (365 KB)"
"88","Mesoscale Molecular Simulations of Fabry-Pérot Vibrational Strong Coupling","Tao E. Li","Chemical Physics (physics.chem-ph)","Developing theoretical frameworks for vibrational strong coupling (VSC) beyond the single-mode approximation is crucial for a comprehensive understanding of experiments with planar Fabry-Pérot cavities. Herein, a generalized cavity molecular dynamics (CavMD) scheme is developed to simulate VSC of a large ensemble of realistic molecules coupled to an arbitrary 1D or 2D photonic environment. This approach is built upon the Power-Zienau-Woolley Hamiltonian in the normal mode basis and uses a grid representation of the molecular ensembles to reduce the computational cost. When simulating the polariton dispersion relation for a homogeneous distribution of molecules in planar Fabry-Pérot cavities, our data highlight the importance of preserving the in-plane translational symmetry of the molecular distribution. In this homogeneous limit, CavMD yields the consistent polariton dispersion relation as analytic theory, i.e., incorporating many cavity modes with varying in-plane wave vectors ($k_{\parallel}$) produces the same spectrum as the system with a single cavity mode. Furthermore, CavMD reveals that the validity of the single mode approximation is challenged when nonequilibrium polariton dynamics are considered, as polariton-polariton scattering occurs between modes with nearest neighbor $k_{\parallel}$. Looking forward, our generalized CavMD approach may facilitate understanding vibrational polariton transport and condensation.","Mon, 18 Mar 2024 22:02:38 UTC (2,836 KB)"
"89","Rayleigh Taylor Instability in Multiple Finite-Thickness Fluid Layers","Prashant Sharma","Fluid Dynamics (physics.flu-dyn)","We develop a general transfer-matrix formalism for determining the growth rate of the Rayleigh-Taylor instability in a fluid system with spatially varying density and viscosity. We use this formalism to analytically and numerically treat the case of a stratified heterogeneous fluid. We introduce the inviscid-flow approximation in our transfer-matrix formalism to find analytic solutions in the limit of uniform kinematic viscosity for a stratified heterogeneous fluid. We discuss the applicability of these results and the no-acceleration approximation that also yields analytical solutions in the large viscosity limit.","Mon, 18 Mar 2024 21:36:14 UTC (220 KB)"
"90","Empirical Analysis on CI/CD Pipeline Evolution in Machine Learning Projects","Alaa Houerbi, Chadha Siala, Alexis Tucker, Dhia Elhaq Rzig, Foyzul Hassan","Software Engineering (cs.SE)","The growing popularity of machine learning (ML) and the integration of ML components with other software artifacts has led to the use of continuous integration and delivery (CI/CD) tools, such as Travis CI, GitHub Actions, etc. that enable faster integration and testing for ML projects. Such CI/CD configurations and services require synchronization during the life cycle of the projects. Several works discussed how CI/CD configuration and services change during their usage in traditional software systems. However, there is very limited knowledge of how CI/CD configuration and services change in ML projects.
To fill this knowledge gap, this work presents the first empirical analysis of how CI/CD configuration evolves for ML software systems. We manually analyzed 343 commits collected from 508 open-source ML projects to identify common CI/CD configuration change categories in ML projects and devised a taxonomy of 14 co-changes in CI/CD and ML components. Moreover, we developed a CI/CD configuration change clustering tool that identified frequent CI/CD configuration change patterns in 15,634 commits. Furthermore, we measured the expertise of ML developers who modify CI/CD configurations. Based on this analysis, we found that 61.8% of commits include a change to the build policy and minimal changes related to performance and maintainability compared to general open-source projects. Additionally, the co-evolution analysis identified that CI/CD configurations, in many cases, changed unnecessarily due to bad practices such as the direct inclusion of dependencies and a lack of usage of standardized testing frameworks. More practices were found through the change patterns analysis consisting of using deprecated settings and reliance on a generic build language. Finally, our developer's expertise analysis suggests that experienced developers are more inclined to modify CI/CD configurations.","Mon, 18 Mar 2024 19:14:38 UTC (2,359 KB)"
"91","Fast flavor conversions at the edge of instability","Damiano F. G. Fiorillo, Georg Raffelt","High Energy Physics - Phenomenology (hep-ph)","A dense neutrino gas exhibiting angular crossings in the electron lepton number is unstable and develops fast flavor conversions. Instead of assuming an unstable configuration from the onset, we imagine that the system is externally driven toward instability. We use the simplest model of two neutrino beams initially of different flavor that either suddenly appear or one or both slowly build up. Flavor conversions commence well before the putative unstable state is fully attained, and the final outcome depends on how the system is driven. Our results suggest that in an astrophysical setting, one should focus less on flavor instabilities in the neutrino radiation field and more on the external dynamics that leads to the formation of the unstable state.","Mon, 18 Mar 2024 19:00:02 UTC (385 KB)"
"92","Recovery of HADES drift chambers suffering from Malter-like effects","Christian Wendisch, Christian Muentz, Luis Lopes, Erwin Schwab, Joachim Stroth","Instrumentation and Detectors (physics.ins-det)","The central tracking system of the HADES detector, installed at the SIS-18 synchrotron at GSI/Darmstadt (Germany), employs large-area, low-mass drift chambers, featuring Aluminum potential wires and small cell sizes. The chambers in front of the magnetic field, closest to the interaction point, have developed significant self-sustained currents and discharges during operation, most probably triggered by isobutane-based gas mixtures. Only both, (i) replacing isobutane by CO2 and (ii) adding 1000 to 3500 ppmv of water into the Ar/CO2 counting gas mixture, individually optimized for a given chamber, allowed to recover the chambers, enabling stable operation in several production runs since then, e.g. with high-intensity heavy-ion induced reactions. The origin of the instability was found to be deposits on the cathode wires, provoking the Malter-like effects, by visual inspection and energy-dispersive X-ray spectroscopy. The charge on the wires accumulated during their lifetime does not point to so-called classical aging, but presumably the interaction of isobutane with materials in the gas flow, residual impurities, and reaction products formed in plasma, e.g., built by discharges.","Mon, 18 Mar 2024 18:50:28 UTC (2,384 KB)"
"93","Safety Analysis of Autonomous Railway Systems: An Introduction to the SACRED Methodology","Josh Hunter, John McDermid, Simon Burton","Software Engineering (cs.SE)","As the railway industry increasingly seeks to introduce autonomy and machine learning (ML), several questions arise. How can safety be assured for such systems and technologies? What is the applicability of current safety standards within this new technological landscape? What are the key metrics to classify a system as safe? Currently, safety analysis for the railway reflects the failure modes of existing technology; in contrast, the primary concern of analysis of automation is typically average performance. Such purely statistical approaches to measuring ML performance are limited, as they may overlook classes of situations that may occur rarely but in which the function performs consistently poorly. To combat these difficulties we introduce SACRED, a safety methodology for producing an initial safety case and determining important safety metrics for autonomous systems. The development of SACRED is motivated by the proposed GoA-4 light-rail system in Berlin.","Mon, 18 Mar 2024 11:12:19 UTC (1,282 KB)"
"94","A GNN Approach for Cell-Free Massive MIMO","Lou Salaun, Hong Yang, Shashwat Mishra, Chung Shue Chen","Signal Processing (eess.SP)","Beyond 5G wireless technology Cell-Free Massive MIMO (CFmMIMO) downlink relies on carefully designed precoders and power control to attain uniformly high rate coverage. Many such power control problems can be calculated via second order cone programming (SOCP). In practice, several order of magnitude faster numerical procedure is required because power control has to be rapidly updated to adapt to changing channel conditions. We propose a Graph Neural Network (GNN) based solution to replace SOCP. Specifically, we develop a GNN to obtain downlink max-min power control for a CFmMIMO with maximum ratio transmission (MRT) beamforming. We construct a graph representation of the problem that properly captures the dominant dependence relationship between access points (APs) and user equipments (UEs). We exploit a symmetry property, called permutation equivariance, to attain training simplicity and efficiency. Simulation results show the superiority of our approach in terms of computational complexity, scalability and generalizability for different system sizes and deployment scenarios.","Thu, 8 Feb 2024 12:28:52 UTC (595 KB)"
"95","Haze Removal via Regional Saturation-Value Translation and Soft Segmentation","Le-Anh Tran, Dong-Chul Park","Computer Vision and Pattern Recognition (cs.CV)","This paper proposes a single image dehazing prior, called Regional Saturation-Value Translation (RSVT), to tackle the color distortion problems caused by conventional dehazing approaches in bright regions. The RSVT prior is developed based on two key observations regarding the relationship between hazy and haze-free points in the HSV color space. First, the hue component shows marginal variation between corresponding hazy and haze-free points, consolidating a hypothesis that the pixel value variability induced by haze primarily occurs in the saturation and value spaces. Second, in the 2D saturation-value coordinate system, most lines passing through hazy-clean point pairs are likely to intersect near the atmospheric light coordinates. Accordingly, haze removal for the bright regions can be performed by properly translating saturation-value coordinates. In addition, an effective soft segmentation method based on a morphological min-max channel is introduced. By combining the soft segmentation mask with the RSVT prior, a comprehensive single image dehazing framework is devised. Experimental results on various synthetic and realistic hazy image datasets demonstrate that the proposed scheme successfully addresses color distortion issues and restores visually appealing images. The code of this work is available at this https URL.","Sun, 7 Jan 2024 07:52:50 UTC (7,973 KB)"
"96","ROUTERBENCH: A Benchmark for Multi-LLM Routing System","Qitian Jason Hu, Jacob Bieker, Xiuyu Li, Nan Jiang, Benjamin Keigwin, Gaurav Ranganath, Kurt Keutzer, Shriyash Kaustubh Upadhyay","Machine Learning (cs.LG)","As the range of applications for Large Language Models (LLMs) continues to grow, the demand for effective serving solutions becomes increasingly critical. Despite the versatility of LLMs, no single model can optimally address all tasks and applications, particularly when balancing performance with cost. This limitation has led to the development of LLM routing systems, which combine the strengths of various models to overcome the constraints of individual LLMs. Yet, the absence of a standardized benchmark for evaluating the performance of LLM routers hinders progress in this area. To bridge this gap, we present ROUTERBENCH, a novel evaluation framework designed to systematically assess the efficacy of LLM routing systems, along with a comprehensive dataset comprising over 405k inference outcomes from representative LLMs to support the development of routing strategies. We further propose a theoretical framework for LLM routing, and deliver a comparative analysis of various routing approaches through ROUTERBENCH, highlighting their potentials and limitations within our evaluation framework. This work not only formalizes and advances the development of LLM routing systems but also sets a standard for their assessment, paving the way for more accessible and economically viable LLM deployments. The code and data are available at this https URL.","Mon, 18 Mar 2024 17:59:04 UTC (1,677 KB)"
"97","Align and Distill: Unifying and Improving Domain Adaptive Object Detection","Justin Kay, Timm Haucke, Suzanne Stathatos, Siqi Deng, Erik Young, Pietro Perona, Sara Beery, Grant Van Horn","Computer Vision and Pattern Recognition (cs.CV)","Object detectors often perform poorly on data that differs from their training set. Domain adaptive object detection (DAOD) methods have recently demonstrated strong results on addressing this challenge. Unfortunately, we identify systemic benchmarking pitfalls that call past results into question and hamper further progress: (a) Overestimation of performance due to underpowered baselines, (b) Inconsistent implementation practices preventing transparent comparisons of methods, and (c) Lack of generality due to outdated backbones and lack of diversity in benchmarks. We address these problems by introducing: (1) A unified benchmarking and implementation framework, Align and Distill (ALDI), enabling comparison of DAOD methods and supporting future development, (2) A fair and modern training and evaluation protocol for DAOD that addresses benchmarking pitfalls, (3) A new DAOD benchmark dataset, CFC-DAOD, enabling evaluation on diverse real-world data, and (4) A new method, ALDI++, that achieves state-of-the-art results by a large margin. ALDI++ outperforms the previous state-of-the-art by +3.5 AP50 on Cityscapes to Foggy Cityscapes, +5.7 AP50 on Sim10k to Cityscapes (where ours is the only method to outperform a fair baseline), and +2.0 AP50 on CFC Kenai to Channel. Our framework, dataset, and state-of-the-art method offer a critical reset for DAOD and provide a strong foundation for future research. Code and data are available: this https URL and this https URL.","Mon, 18 Mar 2024 17:58:02 UTC (36,026 KB)"
"98","A Toolbox for Surfacing Health Equity Harms and Biases in Large Language Models","Stephen R. Pfohl, Heather Cole-Lewis, Rory Sayres, Darlene Neal, Mercy Asiedu, Awa Dieng, Nenad Tomasev, Qazi Mamunur Rashid, Shekoofeh Azizi, Negar Rostamzadeh, Liam G. McCoy, Leo Anthony Celi, Yun Liu, Mike Schaekermann, Alanna Walton, Alicia Parrish, Chirag Nagpal, Preeti Singh, Akeiylah Dewitt, Philip Mansfield, Sushant Prakash, Katherine Heller, Alan Karthikesalingam, Christopher Semturs, Joelle Barral, Greg Corrado, Yossi Matias, Jamila Smith-Loud, Ivor Horn, Karan Singhal","Computers and Society (cs.CY)","Large language models (LLMs) hold immense promise to serve complex health information needs but also have the potential to introduce harm and exacerbate health disparities. Reliably evaluating equity-related model failures is a critical step toward developing systems that promote health equity. In this work, we present resources and methodologies for surfacing biases with potential to precipitate equity-related harms in long-form, LLM-generated answers to medical questions and then conduct an empirical case study with Med-PaLM 2, resulting in the largest human evaluation study in this area to date. Our contributions include a multifactorial framework for human assessment of LLM-generated answers for biases, and EquityMedQA, a collection of seven newly-released datasets comprising both manually-curated and LLM-generated questions enriched for adversarial queries. Both our human assessment framework and dataset design process are grounded in an iterative participatory approach and review of possible biases in Med-PaLM 2 answers to adversarial queries. Through our empirical study, we find that the use of a collection of datasets curated through a variety of methodologies, coupled with a thorough evaluation protocol that leverages multiple assessment rubric designs and diverse rater groups, surfaces biases that may be missed via narrower evaluation approaches. Our experience underscores the importance of using diverse assessment methodologies and involving raters of varying backgrounds and expertise. We emphasize that while our framework can identify specific forms of bias, it is not sufficient to holistically assess whether the deployment of an AI system promotes equitable health outcomes. We hope the broader community leverages and builds on these tools and methods towards realizing a shared goal of LLMs that promote accessible and equitable healthcare for all.","Mon, 18 Mar 2024 17:56:37 UTC (2,397 KB)"
"99","Enhancing Hokkien Dual Translation by Exploring and Standardizing of Four Writing Systems","Bo-Han Lu, Yi-Hsuan Lin, En-Shiun Annie Lee, Richard Tzong-Han Tsai","Computation and Language (cs.CL)","Machine translation focuses mainly on high-resource languages (HRLs), while low-resource languages (LRLs) like Taiwanese Hokkien are relatively under-explored. This study aims to address this gap by developing a dual translation model between Taiwanese Hokkien and both Traditional Mandarin Chinese and English. We employ a pre-trained LLaMA2-7B model specialized in Traditional Mandarin Chinese to leverage the orthographic similarities between Taiwanese Hokkien Han and Traditional Mandarin Chinese. Our comprehensive experiments involve translation tasks across various writing systems of Taiwanese Hokkien and between Taiwanese Hokkien and other HRLs. We find that the use of a limited monolingual corpus also further improve the model's Taiwanese Hokkien capabilities. We then utilize our translation model to standardize all Taiwanese Hokkien writing systems into Hokkien Han, resulting in further performance improvements. Additionally, we introduce an evaluation method incorporating back-translation and GPT-4 to ensure reliable translation quality assessment even for LRLs. The study contributes to narrowing the resource gap for Taiwanese Hokkien and empirically investigates the advantages and limitations of pre-training and fine-tuning based on LLaMA 2.","Mon, 18 Mar 2024 17:56:13 UTC (6,747 KB)"
"100","Aligning Learning with Communication in Shared Autonomy","Joshua Hoegerman, Shahabedin Sagheb, Benjamin A. Christie, Dylan P. Losey","Robotics (cs.RO)","Assistive robot arms can help humans by partially automating their desired tasks. Consider an adult with motor impairments controlling an assistive robot arm to eat dinner. The robot can reduce the number of human inputs -- and how precise those inputs need to be -- by recognizing what the human wants (e.g., a fork) and assisting for that task (e.g., moving towards the fork). Prior research has largely focused on learning the human's task and providing meaningful assistance. But as the robot learns and assists, we also need to ensure that the human understands the robot's intent (e.g., does the human know the robot is reaching for a fork?). In this paper, we study the effects of communicating learned assistance from the robot back to the human operator. We do not focus on the specific interfaces used for communication. Instead, we develop experimental and theoretical models of a) how communication changes the way humans interact with assistive robot arms, and b) how robots can harness these changes to better align with the human's intent. We first conduct online and in-person user studies where participants operate robots that provide partial assistance, and we measure how the human's inputs change with and without communication. With communication, we find that humans are more likely to intervene when the robot incorrectly predicts their intent, and more likely to release control when the robot correctly understands their task. We then use these findings to modify an established robot learning algorithm so that the robot can correctly interpret the human's inputs when communication is present. Our results from a second in-person user study suggest that this combination of communication and learning outperforms assistive systems that isolate either learning or communication.","Mon, 18 Mar 2024 17:55:52 UTC (2,280 KB)"
"101","Identifiability and Observability of Nonsmooth Systems via Taylor-like Approximations","Peter Stechlinski, Sameh Eisa, Hesham Abdelfattah","Optimization and Control (math.OC)","New sensitivity-based methods are developed for determining identifiability and observability of nonsmooth input-output systems. More specifically, lexicographic calculus is used to construct nonsmooth sensitivity rank condition (SERC) tests, which we call lexicographic SERC (L-SERC) tests. The introduced L-SERC tests are: (i) practically implementable and amenable to large-scale problems; (ii) accurate since they directly treat the nonsmoothness while avoiding, e.g., smoothing approximations; and (iii) analogous to (and indeed recover) their smooth counterparts. To accomplish this, a first-order Taylor-like approximation theory is developed using lexicographic differentiation to directly treat nonsmooth functions. A practically implementable algorithm is proposed that determines partial structural identifiability or observability, a useful characterization in the nonsmooth setting. Lastly, the theory is illustrated through an application in climate modeling.","Tue, 19 Mar 2024 17:32:53 UTC (339 KB)"
"102","Uoc luong kenh truyen trong he thong da robot su dung SDR","Do Hai Son, Nguyen Huu Hung, Pham Duy Hung, Tran Thi Thuy Quynh","Robotics (cs.RO)","This study focuses on developing an experimental system for estimating communication channels in a multi-robot mobile system using software-defined radio (SDR) devices. The system consists of two mobile robots programmed for two scenarios: one where the robot remains stationary and another where it follows a predefined trajectory. Communication within the system is conducted through orthogonal frequency-division multiplexing (OFDM) to mitigate the effects of multipath propagation in indoor environments. The system's performance is evaluated using the bit error rate (BER). Connections related to robot motion and communication are implemented using Raspberry Pi 3 and BladeRF x115, respectively. The least squares (LS) technique is employed to estimate the channel with a bit error rate of approximately 10^(-2).","Tue, 19 Mar 2024 16:44:53 UTC (14,853 KB)"
"103","Optimizing Service Placement in Edge-to-Cloud AR/VR Systems using a Multi-Objective Genetic Algorithm","Mohammadsadeq Garshasbi Herabad, Javid Taheri, Bestoun S. Ahmed, Calin Curescu","Distributed, Parallel, and Cluster Computing (cs.DC)","Augmented Reality (AR) and Virtual Reality (VR) systems involve computationally intensive image processing algorithms that can burden end-devices with limited resources, leading to poor performance in providing low latency services. Edge-to-cloud computing overcomes the limitations of end-devices by offloading their computations to nearby edge devices or remote cloud servers. Although this proves to be sufficient for many applications, optimal placement of latency sensitive AR/VR services in edge-to-cloud infrastructures (to provide desirable service response times and reliability) remain a formidable challenging. To address this challenge, this paper develops a Multi-Objective Genetic Algorithm (MOGA) to optimize the placement of AR/VR-based services in multi-tier edge-to-cloud environments. The primary objective of the proposed MOGA is to minimize the response time of all running services, while maximizing the reliability of the underlying system from both software and hardware perspectives. To evaluate its performance, we mathematically modeled all components and developed a tailor-made simulator to assess its effectiveness on various scales. MOGA was compared with several heuristics to prove that intuitive solutions, which are usually assumed sufficient, are not efficient enough for the stated problem. The experimental results indicated that MOGA can significantly reduce the response time of deployed services by an average of 67\% on different scales, compared to other heuristic methods. MOGA also ensures reliability of the 97\% infrastructure (hardware) and 95\% services (software).","Tue, 19 Mar 2024 15:54:56 UTC (1,379 KB)"
