"","X","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"1112",1112,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","jay chan","verified purchase",2020-09-21,5,"        summary  better sound quality than most cheaper than the topoftheline active noise cancelling sets and consistent connectivitymy background  former recording engineermusician so my other set of earphones are quaddriver custom molded inears  im not expecting that level of quality from a set of  wireless units but i dont put up with bad sound quality and i like relatively flat responseive previously tried the jabra ts and other less expensive units couldnt deal with the sound quality and dropouts  im not a fan of hugely stilted eq the jabras in particular had bass that was incredibly overpowering in a bad way the good  sound quality is great for a set of  earphones  eq adjustment was minimal to get them in the sweet spot where i could hear everything  highs and transients could be a bit smoother but everything is there and you can pull the things you want updown vs just having to correct for massive problems  soundstage is impressive for something this small and relatively inexpensive connectivity is miles better than ive had before  i used to get dropouts riding my bike on other units  foot connection distance and with these i can walk across the room and theres no issue  time will tell if this holds for other use cases but so far so good battery life is solid at  hours default plus more with the case  longer than id ever have them in for in one setting anyways usb c charger  love usb c and use it for most of my other devices so this is handy the androidios app is great and easy to use  relatively easy setting it upgetting it connected the notas good  right ear only for solo stuff  doesnt bother me and they explicitly tell you this in the instructions but be aware of it if youre a leftear only type person no anc  i didnt want active noise cancellation so up to you if you want it or not  the anc version the sennheiser makes is  more so up to you slightly wonky firmware updates that take  minutes  hopefully wont have to do this often so not a big deal to meoverall im very happy with these  id been waiting to see if theyd release a version cheaper than the momentum wireless s and this has answered my request  ill update this review if anything goes haywire down the road but so far these seem like a keeper  "
"1113",1113,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","dinosaurdaddy","verified purchase",2023-07-19,4,"        for the price point the value is undeniabledaily drive ses on a very nice amp the cx bts are incredibly impressive to me and my ears i got them for travelling and mowing the lawn so i dont cry if i lose the scap locks so you can thank me for this tip that followsear tips ear tips ear tipsdont be discouraged if they sound like but with the stock ear tips buy some good foam ones from a brand you like and find the right fit once you do holy moly man worth my money for the freedom of movement i get going blue tooththey sound almost as good as s but just cant match the clarity triple drivers deliververy pleasantly surprised was my first senn product might buy something else from them now stars for sound  stars for value good luck  "
"1114",1114,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","gott","verified purchase",2021-05-06,5,"        glad i got this when it was on sale  now you dont see the deal even on here or sennheiser website i think they dont even have it on stockwell for the price it does look big on my smaller ears it stick out alot but i am used to it reason for the dimension because the drive they put in for sound qualityfor sound this thing will blow most higher end or even like jabra t out the water again go back to the thickness of their driversorry i dont know what it call and you understand why they invest alot into the sound qualitywhile we on sound i cant be sure how the real performance for the noise cancellation once you get the volume high enough everything all disappearedproduct overall once downloading their app you can customize how to program their touch display for either side which other high end dont docon to connect the the earpiece to your device so far i manage to get the right only i try doing the left earpiece but could never connect which i am fine withcall quality can depend on your service i have people on the other side can and could alot of background noise sort of like white noise call is excellent making calls with voice commands are perfect so perfect i manage to send text messages on my son phone for a test and every words came out perfecti give this a try but looking at the price now  is this worth the price now no i would upgrade for the momentum  for some reason the sound quality on this model is much much better you get other feature that isnt on the modelwhich you can research yourselfconclusion best if you got on the  deal perfect for everyday need oh forgot on some videos from browser there is a small very small lag between voice and video isnt bad still i think the update fix it a bit so that made it not too noticeablebuy it but another  or so you get yourself the momentum  and you can seal the deal with sound quality and many other features that isnt on this model  "
"1115",1115,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","pj","verified purchase",2022-12-20,5,"        these are simply the best earbuds ive ever used and ever owned crisp sound great battery life nice features on the app comfortablethey are absolutely outstandingive used apple airpod pros galaxy buds pro pro beats by apple jabra t elites sony whxms and other mid to high range earbuds and headsets and the sound produced by these topped them all i realize its down to personal preference but these were my favoritestheyve unfortunately died recently so im writing this as a memorial to them ive used these almost every single day for around  months for anywhere from an hour to  hours a day ive come to love audiobooks and have consumed many within a day thanks to these earbuds countless hours of music with spotify around  books from audible read since these were purchasedif i were able to count the amount of hours ive used these earbuds since july of  i would say these were worth the investment i spentthere is  exageration in my review ive been addicted to these earbuds and i carry them with me everywhere cx  bts you will be missed  "
"1116",1116,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","brian","verified purchase",2023-10-13,5,"        i used sennheiser microphones in broadcasting background their microphones were once the best hands down i bought these earbuds for gym they we  dollars in  now  they are  for same exact earbud thats a  dollar increase each year so far i guess next year they will be  dollars waaay over the inflation rate looking at jbl with better sound for only  bye sen  "
"1117",1117,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","ken","verified purchase",2021-04-07,5,"        prior to these i had two sets of the bang and olufsen beoplay e earbuds first generation then received the second generation as warranty replacements  they were pricey at  and i never felt like the sound quality was that great  after the warranty replacements also failed i decided it was time to move on and give something else a trythe sound quality of these is night and day better compared to the bang and olufsen  i paid  on sale rather than the regular  price but even at  these are a much better value  i am getting double the battery life which gets me though an entire workday with a quick topoff from the case during my lunch  i also love the fact that the range between the earbuds is good enough to use only the left and have the right sitting on my desk or in my pocket  with the bo the right earbud was also the master but if i pulled it more than an inch or two away from my right ear the connection to the left earbud was lost  my right ear faces my office door so the added flexibility is nicethe ability to customize the gestures is great too  i like being able to tap either earbud once to playpause when someone comes into my officethe only feature these are missing that i had before is a transparency mode  the bo implementation was so awful that i never used it  i dont miss it  "
"1118",1118,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","rcostel","verified purchase",2023-12-22,5,"        sound quality good and fashion style  "
"1119",1119,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","angie summers","verified purchase",2021-12-01,5,"        my first pair of wireless earbuds were the jabra t which i loved they fit great sounded great but  i i had issues with them where the left bud sound faded i even had a pair replaced and they failed which forced me to buy a different pair i have issues with how most buds fit in my ear i tried multiple pairs and was not satisfied with any one them i was ready to give up when i read a review of best wireless ear buds in a tech magazine of the sennheiser cx bt and they raved about them for price  i purchased them about two months ago and i am thrilled with them  they fit great they have great sound and buttons are customizable they dont have noise cancellation you dont need it they sound that good my wife has the apple buds and she has issues with home falling out mine stay in all the time they are great buy for the money  "
"1120",1120,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,"verified purchase",2021-05-08,5,"        overall these are amazing wireless earbuds hands down the best pair ive ever owned crystal clear sound quality excellent battery life and surprisingly comfortable despite the boxy design touch controls are very responsive unlike some other wireless buds that dont respond half the time when you touch them usb type c port makes charging easy and quick had them for almost a week and havent needed to charge them the bluetooth connection is strong too im able to walk a fairly good distance away from my phone without them cutting out they connect quickly too open the case and take them out no need to pair or mess with anything the only gripe i have is that the case is a little flimsy the hinge of the lid is loose and feels like it might break if applied pressure other than that excellent earbuds i got them for  on sale and for that price they are definitely worth it dont know about  though personally if i got to test them first i would probably buy them for that price but thats up to the buyer  would buy again  "
"1121",1121,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,"verified purchase",2024-01-29,5,"        all the words these things are incredible perfectly balanced audio out of the box i dld the app but havent touched it being in the music industry i have to be able to hear all aspects of what im listening to i only have sennheiser overtheear sets for studio use and these are my first sennheiser earbuds and let me tell youthese are little love buds for sound id say equal audio to the over the ear sets ive been in the hunt for some new buds and have returned several top names back due to not meeting my needs as soon as i started the first tracki knew these were a keeper as far as noise cancellation i rated a  because i can still hear a little very little ambient noise when that ambient noise is at high volume while wearing these personally i like that they dont kill all outside noise cause i have to be able to hear when people are trying to talk to me oh and only  for sennheiser cmonwhat are you waiting forstop the searchthese are your ear buds  "
"1122",1122,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,"verified purchase",2024-03-06,5,"        currently reaching out to them for support because something in my right bud has come loose i have no sound coming out the right but it still connects and can control prior to this problem i was actually loving these the sound was so good and exactly what i was after the battery life is a bit meh but to be expected i loved these and i hope customer service pulls throughupdate submitting for warranty is both wonky and to the point i expected it to be a bit more involved but it was very simple once you find the correct site there was zero human communication which i didnt like but they immediately sent me a replacement without any problems and super quick which i loved unfortunately the speakers in my new ones need brokenin again to get the butter zone back but at least they function again  "
"1123",1123,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,"verified purchase",2021-03-05,5,"        i dont normally write reviews after only having the product for less than  hours but these buds compelled me  out of the box they didnt sound like what i expected  especially after all of the positive reviews  at first it seemed like my jbls would surpass the sound quality of these but these just needed time to break in  the firmware update was awkward both in time to execute plus tying up the phone couldnt use it to work out with another set of buds at this point i was hoping the update would improve the sound quality what i expect from this brand  and it did took a while along with a break in period perhaps  hours after this period these have proven to be much more detailed than expected  the app is really what makes this purchase more than worth the money  they did a great job on it  i found myself customizing every song  and it was fun  so i came back to update this this review to give them the kudos they deserve about  stars rounded up  "
"1124",1124,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,"verified purchase",2021-12-22,3,"        i bought these looking for a slightly better than average pair of fully wireless earbuds these things are no joke sleeker profile in your ear than i imagined i thought they would pop out of my ear a lot but not so much the sound quality is really top notch bass is sufficient but the mids and higher ends are crisp sennheiser even has an app where you can play around with an equalizer and personalize a sound profile or two to your liking no active noise cancellation but if you insert the buds in enough they do a decent job of insulating from outside noise battery life in total factoring in case recharging is really good too been using these maybe an hour or two each day for the last week and still havent had to recharge the case case has been all i need to keep these buds going if you get these on sale which i did theyre a steal highly recommend  "
"1125",1125,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,"verified purchase",2020-11-25,5,"        this is the second sennheiser product i own and it does not disappoint i was introduced to the brand by a friend and im glad i took a listeni received this set of ear buds today and have been wearing them since they arrived i have no issues with connecting to my computer and phone once i put the correct tips onto the ear pieces they became comfortable to wear for extended periods of time even with their size the firmware update after downloading the optional app took about  minutes but you could still use them while it updatedi am still playing around with the sound through the app but i like that you can do multiple presets while they are not active noise cancelling they do block quite a bit of sound they are not the flagship buds but they have all the features i need  "
"1126",1126,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,"verified purchase",2021-03-06,1,"      realmente tienen muy buena calidad de audio para ser inalambricosbuenos graves medios presentes y un poco retrasados agudos detallados para el precio y por ser inalambricos realmente suenan muy bien    "
"1127",1127,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,"verified purchase",2021-06-11,4,"        bought these earbuds since i needed some new earbuds these seemed pretty good at first glance got them in the mail popped them in and went for a walk they do in fact block a good chunk of sound ish but when i speak it hurts my ears like the sound comes out my mouth but gets trapped behind the earbud and just hurtsthese earbuds have to also go worryingly deep my previous pair apple earbuds with the wire attached only had to go at the entrance these earbuds really gotta get shoved in my ear and it collects earwax bacteria and increases your risk of infectionsound qualitys pretty good though i can hear all the instruments of my favorite bands solid earbud not sure about the price  "
"1128",1128,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","east coast buyer","verified purchase",2023-05-22,5,"      me gusto lo ligero que son comodos y durables hablando de la bateria    "
"1129",1129,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","fernando hernandez","verified purchase",2021-08-19,5,"        i really bought these for the sound and they are just fine to my musicians ears ive used them at home in bigcity traffic and on public transportation and they are as good as i hoped  at first the bass broke up and the midrange was tinny but once i turned off the equalizer on my player and used just the basstreble adjustment on the sennheiser app the sound was the best ive had from any earbuds it isnt equal to a studio headset but its perfect for listening on my commute and taking calls noise cancellation is done by being sure they fit snugly in your ears so its not adjustable through the software and works as well as youd expect they are light comfortable and respond easily to touch im really glad i bought these  "
"1130",1130,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","hackmattr","verified purchase",2023-07-07,5,"        these earbuds are my first wireless noisecancelling earbuds they have a wonderful frequency range and i am comfortable using them outdoors the case is small enough that i can keep it in my tiny purse for walks but large enough so i dont lose track of it its easy to power them on and off they are also more comfortable than other noisecancelling listening tools as a smallframed woman who lives in a major city and often walks alone im glad that they arent super visible id prefer to not attract attention when i go for walks the battery life is significant i recall my first sennheisers needing to be recharged so much more frequently i included my earplug in the photo for a size reference i also appreciate the amount of bass im a musician and i need bass  "
"1131",1131,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","jos alfonso lpez salinas","verified purchase",2021-06-24,5,NA
"1132",1132,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","jos alfonso lpez salinas","verified purchase",2021-05-25,5,NA
"1133",1133,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","summe mayssami","verified purchase",NA,5,"        dont usually write reviews unless i am really impressed i have tried airpods airpods pro samsung galaxy buds before i bought these due to the reputation of the brand and my experience with momentum the sound quality is superior to all the earbuds i have tried the airpods pro have different sound profile very good noise cancellation but they wont stay in your ear in fact they gave me ear pain i did not like the galaxy buds plus sound profile they were uncomfortable but their app customization with transparency of external noises is greatmy reference tracks for earbuds comparison is she with you from dawn of justice and as the jurassic world turns from jurassic world i am hearing instruments that i never heard before through over ear headphones bose qc  ii  i am surprised there are few reviews for these quality earbuds  "
"1134",1134,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","agustin aguilar","verified purchase",NA,5,"        these earbuds have some of the best sound i have heard yet they are probably one of the best values out there at  hours of playback time before needing a recharge they are hard to beat sennheiser has nailed it this time  "
"1135",1135,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","photophyte","verified purchase",NA,5,"        i had always heard sennheiser was among the best brands out there the wireless headphones i have are sennheiser too and have been very much satisfactory so i figured investing in some wireless earbuds from this brand would be a wise choice and i cant say i was wrong needed some new earbuds for my phone and these def did the trick plan to take good care of them and hope theyre last a good long while  "
"1136",1136,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","dennis eunice","verified purchase",NA,5,"        i have had these for a couple weeks and im really enjoying them i have bowers and wilkins bookshelf and surround speakers so i like my sound clear and precise these do not disappoint the mids and highs are clear and concise the bass is not strong but is similar to my bookshelf speakers without the subwoofer on i feel too much bass is draining after a while for the price i am quite impressed battery life is good functionality is good people can hear me well when on the phone but i have to take one out since my voice is weird otherwise since it plugs my ears tightly it blocks sounds out very well  "
"1137",1137,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ","dennis eunice","verified purchase",NA,5,"        prosperfection if you prioritize sound quality over everything i am sure anyone would enjoy the character of its sound which you can equalize in the app too earbuds always give me headache after few hours of usage but this one is not so much it has light weight and spatial sound quality somehow sennheiser made these buds sound like in a large room instead of in front of face feeling that you get from all the other earbudsconsit doesnt have fancy features like auto pause wireless charging active noise cancellation etc but for the price you cant ask for everything plus those features make more sense in a bigger form factor like headphones  "
"1138",1138,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,"verified purchase",NA,5,"        noise cancelling is over hyped technology that shouldnt be on every headphone it makes the music sound murky these are great earbuds with bargain princess at  you can control the eq so whatever your preference is itll work plus with codec support for aptx and aac you wouldnt miss out on anything less than wired hi fidelity setups all around good earbuds only complaints are the plastic they use is slippery so its annoying to put in and take out also the control is sensitive combined with slippery casing its easy to tap when you dont mean to otherwise  recommend everyone to splurge a little compare to anker apple earpods jbl etc  "
"1139",1139,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,"verified purchase",NA,5,"      comprados aprovechando la oferta a mitad de precio calidad de sonido del que podras esperar de la marca buenos detalles con buena amplitud en el sonido agudos un poquito filosos pero no molestos las voces hacia adelante el bajo suena bien no es poderoso es solo la cantidad necesaria tienes que colocarte los audfonos bien y usar la goma del tamao que requiera tu oido si quieres disfrutar de los bajos como se debe la construccin de los audfonos esta bien aunque la cajita se siente un poco barata el control tactil no es el mejor del mercado pero hace su trabajo en cuanto al diseo no es el mejor que esperara pero esta pasable por lo menos en mis orejas se siente comodo y bien ajustado    "
"1140",1140,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,"verified purchase",NA,NA,"        i am listening to the sennheiser cx bt buds as i write this the sound is amazing for ear budsthe cx bt literally shocked me as to how good they sound at first the fit was a bit uncomfortable but then i used the largest adapters there are four pairs of the tiny rubber adapters and the largest make the fit a bit more comfortable for me and i believe even improved the sound since the buds fit more securely in my ears i dont want to bash competitors products but these literally blow away some of the other higher end ear buds in sound quality  "
"1141",1141,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,NA,NA,NA,"        bought for  on sale for this money its a stealcase size is ok  can pack it inside small jeans pockethowever earbud itself is quite largebattery life is average in mine opinion  a lot of tws can provide larger lifespan on a chargealso it lacks some features like wireless charging or anc or full wireless you can use only right earbud alone sensor pads on earbuds are large and sensitive enough for comfortable usemicrophone quality is good for such form factoroverall if you are all about music quality and everything else is not crucial  then its worth buying  "
"1142",1142,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,NA,NA,NA,"        got these for gf for her birthday i trust sennheiser they do not disappoint im no expert audiophile but the mids and highs are amazingly crisp there was rythem guitars in songs i never even noticed before where i could hear in one ear and the other playing the lead guitar listening to old rock songs the bass in not heavy but still clean sounding great if you listen to classical rock etc not so much for rap probably even though i listened to some tupac and still sound great cant go wrong with german products  "
"1143",1143,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,NA,NA,NA,NA
"1144",1144,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,NA,NA,NA,NA
"1145",1145,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,NA,NA,NA,NA
"1146",1146,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,NA,NA,NA,NA
"1147",1147,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,NA,NA,NA,NA
"1148",1148,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,NA,NA,NA,NA
"1149",1149,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,NA,NA,NA,NA
"1150",1150,"linsoul hz salnotes zero hifi mm dynamic driver inear earphone iem with metal composite diaphragm stainless steel faceplate detachable pin ofc cable black without mic  ",NA,NA,NA,NA,NA
"1151",1151,"samsung mm earphone eoia black  ","sam b","verified purchase",2024-01-31,4,"        value for money is insane with these bought for mainly podcast and music and prefer the sound profile over my air pod prostried with gaming and if you plan to play anything with guns and shooting i think these are a little harsh and fatiguing i would suggest spending within the aud area if games are your main focuson a side note the build quality for this price range is kind of mind boggling  "
"1152",1152,"samsung mm earphone eoia black  ","yagz","verified purchase",2024-01-19,5,"        youll need to set them up but they are really good value for money sound quality is excellent  "
"1153",1153,"samsung mm earphone eoia black  ","sam b","verified purchase",2024-01-31,3,"        im quite picky with audio but i trust crin and i was not disappointed i needed new  earbuds while my expensive ones were in the shop getting fixed so i took a chance on these and i am thoroughly impressed  "
"1154",1154,"samsung mm earphone eoia black  ","n","verified purchase",2024-01-21,5,"        wanted to try some iem for gaming as getting me hot after long play sessions so far these have been great alternative when paired with a usb microphone for gaming  "
"1155",1155,"samsung mm earphone eoia black  ","damon s","verified purchase",2024-01-07,5,"        get these if you didnt get the original zerosgood for the price  "
"1156",1156,"samsung mm earphone eoia black  ","j murphy","verified purchase",2024-01-05,5,"      cero quejas tonalidad practicamente perfecta cmodos y trae varias almohadillas de distintos tamao    "
"1157",1157,"samsung mm earphone eoia black  ","hooflee","verified purchase",2023-12-20,5,"      dira que estoy sorprendido pero no es el caso estos iems presentan una claridad y precisin a la que no tienen derecho por el precio que tienen vienen avalados por crinacle que para los que no seis del mundo del audio viene a ser el referente en anlisis de este tipo de auriculareslo que s me ha sorprendido es ver una resea que a la vez usa la palabra sibilancia y dice que el sonido es sucio y sin graves amigo scate la cera de los odospor el precio que tienen son compra recomendadsima eso s a tener en cuenta que aislan bastante del sonido exterior si quieres algo ms abierto no son para ti    "
"1158",1158,"samsung mm earphone eoia black  ","kike","verified purchase",2024-02-13,5,"        i daily drive the original zeros at work and picked this up as replacements for a set i use offsite  the standard zeroes have excellent audio quality great comfort remain inear at all times due to the quite comfortable over the ear hook and were absurd value for the pricethe zeros are all of that still but they somehow managed to improve the audio quality more  its not like the zeroes are bad by any means i mean im writing this as i have the originals on my head right now  what i can say though is that you will not be disappointed if you purchase these either as a fresh purchase or upgrades from your existing setand then theres the price  i purchased these for roughly  usd  normally for that price in stores youll end up with a pair of earbuds that will stop working in six months  i have been using the original zeroes for a year now and have yet to have any hiccups at all with themthe one downside is the cord length  it is well constructed and highly durable but it is also on the shorter side  i use my headphones to go from my desktop mounted workstation to my head  its not that far of a distance maybe ft tops  the length of the cord is roughly ft so thats not bad for most users and if youre just going from a laptop handheld or mobile its going to be fine  however if you do have a bit of a longer run you may want to pick up a headphone extension cable along with this  "
"1159",1159,"samsung mm earphone eoia black  ","daniel","verified purchase",2024-03-06,5,"      en av de lgst distande lurarna p marknaden oavsett pris dock r de medfljande kuddarna fr sm fr att sluta ttt recension httpswwwaudiosciencereviewcomforumindexphpthreadshzxcrinaclezeroiemreview    "
"1160",1160,"samsung mm earphone eoia black  ","kurt ellzey","verified purchase",2024-01-19,5,"      tout dabord ce qui ne va pas  les oreillettes en silicone rouges prinstalles sont trop petites pour moi et les autres oreillettes fournies sont plus petites donc direction ma rserve doreillettes en mousse de chez klim diamtre mmune fois tout en place jai un son comme je laime  clair sans tre criard prcis des graves honorables mais pas baveux  un pur bonheur  tarif doux et je ne lai pas encore rd daucuns prtendent quil faut sempresser de changer de cble  peuttre pour linstant celui dorigine me convient bien que trop court jessaierai sans doute plus tard par curiositbref vous laurez compris je recommande vivement ce casque intra avec des embouts en mousse adapts je ne peux pas parler du rendu avec les embouts dorigine et dun embout  lautre le son peut beaucoup changer sur des intras    "
"1161",1161,"samsung mm earphone eoia black  ","tj","verified purchase",2024-02-23,5,"      ik ben onder de indrukik heb deze iems nu voor de tweede dag in zeer comfortabele pasvorm en een prachtig geluid bassen zijn diep en rijk maar overheersen niet het hoog is nooit schreeuwerig of snijdend maar netjes gedefinierdde accessoires zijn niet om over naar huis te schrijven maar wat verwacht je voor dit geld alleen de bijgeleverde kabel viel me tegen die heb ik dan ook vervangen door een tripowinkabel happy camper    "
"1162",1162,"samsung mm earphone eoia black  ","karlito","verified purchase",2024-01-23,5,"      ho comprato questi iem economici mentre cercavo un prodotto decisamente pi costoso ho deciso di comprare queste perch straconsigliate su molto forum audiofili per poi continuare poi la mia ricerca di un prodotto di altro livello quasi mi hanno fatto passare la voglia di cercare iem pi costosi non sono assolutamente gli auricolari pi risoluti o coi tecnicismi migliori anzi siamo sulla sufficienza ma la loro musicalit chiarezza e separazione sono incredibili per il prezzo pagato suonano decisamente meglio delle mie oppo enco x pagate  volte di piu e anche meglio delle airpod  non credo possano suonare meglio delle pro questo  un ottimo iem per chi vuole un ascolto rilassato cablato spendendo una cifra ridicola per chi cerca un ascolto critico non la consiglio solo per via delleconomicit del driver bassi ce ne sono ma non  un auricolare per le teste di basso la sua caratteristica principale  la chiarezza difetti il gommini in dotazione sono parecchi ma sono di qualit mediocre non si aggrappano bene e tendono un po scivolare di quel tanto che basta a cambiare il suono in peggio questo anche per colpa del cavo che curva troppo presto e tende a tirare lauricolare spostandolo un po dalla sua posizione originale comunque difficile trovare di meglio per poco pi di  euro    "
"1163",1163,"samsung mm earphone eoia black  ","nico meijer","verified purchase",2024-01-31,5,"      nachdem ich bereits die vorgngerversion besitze und damit super zufrieden war habe ich mir aus neugier natrlich auch die zero version gegnnt das klangbild hat mir bereits beim zuspiel vom handy sehr gut gefallenergnzt um ein tripowin zonie  core kabel mit mm symmetrischer klinke am hiby r gen kann man die qualitt der kopfhrer jedoch erst richtig ausreizen ein wahrer hrgenuss und kein vergleich zur  stereo klinke die kopfhrer haben ein fr meinen geschmack sehr ausgewogenes klangbild und liefern eine konstant gute leistung bis in sphren die ich von der lautstrke her meinen ohren nicht mehr zumuten mchtewer als ottonormalverbraucher guten klang mchte baucht also absolut nicht tief in die tasche zu greifen fr die wahren audiophilen zeitgenossen kann es natrlich immer etwas mehr sein dich denke ich werde mir bei zeiten noch ein reservepaar besorgen fr alle flle im austausch fr das mit den hz x crinacle zero mitgelieferten mm klinkenkabel gekauft um endlich den symmetrischen anschluss meines neuen gebrauchten hiby r gen nutzen zu knnen was soll ich sagen  klanglich liegen welten zwischen der audioleistung der stereoklinke zum symmetrischen anschluss das kabel hat die kopfhrer nochmals stark aufgewertet und ist somit jeden cent wert optisch sieht es auch noch super aus und ist top verarbeitet und haptisch ein erlebnis klare kaufempfehlung daher von mir    "
"1164",1164,"samsung mm earphone eoia black  ","roby","verified purchase",2024-01-19,4,"      graves bem definidos embora precisem de um reforo na equalizao mdios e agudos bem muito bons    "
